지번 주소,토지면적(㎡),연면적(㎡),용도지역,주구조,주용도,층수,세대/가구/호,주차대수,사용승인일,인접역,거리(m),매가(만원),보증금(만원),월세(만원),실투자금,융자제외수익률(%),광고(자동완성),사진링크,지도,대표사진,대표
영등포구 도림동 205-39,126.00,148.74,준공업지역,벽돌구조,단독주택,-1/2,0/3/0,0,1992-09-08,신도림역,658,110000,2500,135,107500,1.5,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 1.2호선 신도림 더블역세권 위치 좋고 주인세대 있는 다가구 주택 매매
- 편의시설 많아 살기 편리한 지역
- 차후 재개발시 시세 차익을 기대할 수 있는 지역
- 매매금액 : 11억 
- 임대내역 : 보증금 2500만원/월세 135만원 (관리비포함)
- 건물현황 : 지층 3룸, 1층 3룸 1, 2층 주인세대 방3/화2
- 대지면적 : 126㎡(약38.2평) / 연면적 : 148.74㎡(약45.1평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 준공업지역
- 위반건축물 : X
- 사용승인일 : 1992-09-08
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1Yfg0MZY42tItJE7SpY26yhjUf9mjSbYy&usp=drive_fs,https://map.kakao.com/link/search/영등포구도림동205-39,KakaoTalk_20250609_104957841_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/ig2p3iRkMQiy7was5y7pkw/MhIMb2PZ0TzFB6s_fc0JY9xUxDQBJlzECBx5vRA0BbchvmzH473cdqpjaGlQqP8OtLX-k0apwXc2XUkat4ogWwPYNMZPx-emfdU-ghJCvVlt5p-bpOPP0MB2FYCnhsH5uWzc23mbTlWJ_IipMMkVUPpLOI-J_h6wQ5kVvjfqq1amVeI708j0qOBbRDKzVOQ3/KcKyBD7l-L0DSKMg4W7XyXRhAOA51bmeRJASxsXOPaw),
관악구 신림동 255-97,188.00,327.42,제2종일반주거지역,벽돌구조,단독주택,-1/3,0/0/0,1,1990-07-04,서울대벤처타운역,861,110000,800,313,109200,3.4,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신림선 서울대벤처타운역 도보13분, 대지 57평 수익형 원룸 저렴한 건물 매매
- 신림선 관악산역으로 서부선 개통예정이라 지가 상승 기대
- 마을버스 도보4분, 건물 앞뒤로 4m, 5m 도로가 있어 막힘이 없어 채광이 좋은 건물
- 2013년 리모델링한 건물로 주인세대 거주하며 관리하기 좋은 원룸 건물
- 앞에 구립어린이집 있고, 마트, 운동시설, 편의시설 많아 살기편함
- 매매금액 : 11억 
- 임대내역 : 보증금 800만원/월세 313만원 (관리비포함)
- 건물현황 : 지층 원룸 6실, 1층 9실, 2층 6실, 3층 주인세대 투룸
- 대지면적 : 188㎡(약57평) / 연면적 : 327.42㎡(약99.2평)
- 층수 : 지하1층/지상3층
- 주차 : 1대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1990-07-04
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1QIz1vobJXAzGA0OqA6n5bevab1xCNhbz&usp=drive_fs,https://map.kakao.com/link/search/관악구신림동255-97,KakaoTalk_20230907_111416116_14.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/wHrju4_-miv-saBobPAj6Q/8TP04eAPSVhiYfj6jDlWLpJoYYEnrdOomAbuinuL26CWvDpoxVEpsN_X_8FpgxH_nntL5v81CW79SU3oLNfBWJSMqfFhy0_uRAVgE36cgrwTecp3Zy8L-71WScLiKlXYGRwVTqJHPF326ElFbOmRjsxW-7SZu1HWEVT-iUQD0nEUbWYmSrqEkuQCZhSCD1-o/Fnzck5MmE998NpOhqDUTNWdO9woXQmSK3S5zESGtsmg),
동작구 상도동 214-439,134.00,196.35,제1종일반주거지역,연와조,주택,-1/2,0/1/0,0,1988-12-07,상도역,1200,110700,4000,140,106700,1.6,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 상도동 신속통합기획구역 저렴한 다가구 매매
- 서부선 가칭 신상도역 역세권 예정구역
- 숲과 공원을 마주한 대단지 아파트를 미리 선점할 수 있는 기회
- 매매금액 : 11억 700만원
- 임대내역 : 보증금 4000만원/월세 140만원 (관리비포함)
- 건물현황 : 투룸 4가구, 주인세대 3룸
- 대지면적 : 134㎡(약40.6평) / 연면적 : 196.35㎡(약59.5평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 주택
- 용도지역 : 제1종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1988-12-07
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1SvjHa8suL0vX7ZA1Ik0q66_0AssZkIMs&usp=drive_fs,https://map.kakao.com/link/search/동작구상도동214-439,003.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/zSGvP1c9mMazw6OKnx4imQ/oJeNDm2zTLvxXytgXJ_vwS7fV58dDK6IX9InW2qo3Hsm2qsyQzqmRfvV7pX9PEEpdXPCUJCCf_gWyfHXYTfp6xhmx2b2m5cBP6LNN3cxjxBJne8Y6_BP8SiKI76M8PfUAAUtswt8Fv00Iu1NK-T46A/2JTBCMz72pc62B3QoNgHWrc5AklFUhzFvCyDjVyYh6Q),
금천구 시흥동 840-40,143.70,202.14,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/3/0,0,1988-08-03,시흥사거리역(예정),480,117000,26000,,91000,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 시흥사거리역(예정역) 도보 7분 전면 도로 넓은 다가구 매매
- 신안산선 개통에 따른 역세권 지역
- 초등학교, 주민센터 가까워 거주 환경 뛰어난 지역
- 매매금액 : 11억 7000만원
- 임대내역 : 보증금 2억 6000만원
- 건물현황 : 지층, 1층 투룸 2개씩 4호, 2층 3룸
- 대지면적 : 143.7㎡(약43.5평) / 연면적 : 202.14㎡(약61.3평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1988-08-03
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1lqAjBk0zMwV8e59FWG-cOW3WwAZREqfb&usp=drive_fs,https://map.kakao.com/link/search/금천구시흥동840-40,KakaoTalk_20241113_125927546_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/HzQTM7pCgY6NVeldggIfpQ/f-f7BDuisZy5cdj2DJOWo6FL7YvKZKMNnX76ncsRqgXUEAyOlf5gSaNrpbQWzO-h_JlghV0td1GzwXSwqajc3Peq5H0_vO2bufp6L5SMNPL-rQfbryH2jH5z81tLbIHWdlPXgYY-IUN3mgBRK_aBjTwDlWme3bip0encm2vXSz8rrdRfSGCliJKm0bHfDHSN/PyvsoyPPspOJQgRADCYKLkg_M7UC3Kv2VCw-fq8OgGw),
구로구 구로동 409-58,169.00,199.68,제3종일반주거지역,벽돌구조,단독주택,-1/2,0/1/0,1,1993-10-06,구로역,1000,120000,2000,210,118000,2.1,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 고대 구로병원 인근 단독주택 매매
- 종합병원 및 구청 등 공공시설 인근으로 편리한 위치
- 매매금액 : 12억 
- 임대내역 : 보증금 2000만원/월세 210만원 (관리비포함)
- 건물현황 : 지층 원룸 4, 1층 원룸 2, 2층 투룸 1
- 대지면적 : 169㎡(약51.2평) / 연면적 : 199.68㎡(약60.5평)
- 층수 : 지하1층/지상2층
- 주차 : 1대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제3종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1993-10-06
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1xTgTBp8HEeCEXqj92Lnk5zGBKFn49in9&usp=drive_fs,https://map.kakao.com/link/search/구로구구로동409-58,20241015_165347.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/SvsIP4Fp1-iFBlUcaCgm1Q/L5lqjBbvDUOvyfmSPt9WiMSD2qGuBnqoG2sobjiXe02rObNMzG8hka_j4WdyzORDaSqmzasEoSOHBtLuJXib-Xlh_qRPIP53S3nOc8aQZcVz4nDFeLoOlEPum-Jt9V2EmjalEi9KkFM0wo8aB1feCM3G_2JqttweVh7_raXq92Q/oZs5-yUiwH7lH3ZVf0a7lgHvZLhJ6ugNYeI_PUjCDSc),
동작구 상도동 464-18,103.50,180.00,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/5/0,0,1991-12-14,숭실대입구역,632,120000,68000,45,52000,1.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 7호선 숭실대입구역 도보 10분 실투자 4억대 다가구 매매
- 강남 접근성 좋은 7호선 라인 도보 역세권이라 임대수요 꾸준함
- 대단지 아파트 인근으로 편의성 우수
- 매매금액 : 12억 
- 임대내역 : 보증금 6억 8000만원/월세 45만원 (관리비포함)
- 건물현황 : 지층 투룸 2, 1층 투룸 2, 2층 3룸 1
- 대지면적 : 103.5㎡(약31.4평) / 연면적 : 180㎡(약54.5평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1991-12-14
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=18nLzeLRwDbYud2m0aO7eYmLLrXMpl-T8&usp=drive_fs,https://map.kakao.com/link/search/동작구상도동464-18,KakaoTalk_20241218_120707633_06.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/nkIhdmWnAKItMWd5Zef7nw/IF2FSrLr_csU5KtCD3_6MrUqYqcwtCinxdiZdZpkw6B6fBVsJPCBPL2EjxcO82UurROj7MILtikg3-DXKcrlO2ZhVULO1dKaChY3lh6dYSjIXQWugI-bYNp5RylU7h-O7VPEMVkU1ElGvStWELOHvC7CSHVFuBY1Q2qdDJZUbGM7XwxAf2L1EnidQaVyvRYi/0J0q3fAGDZz_t11BQ-5DJvq7EkJ6zjwFg17eAqmvy58),
동작구 상도동 499-12,101.50,225.48,제3종일반주거지역,벽돌구조,단독주택,-1/3,0/12/0,0,1991-07-24,숭실대입구역,191,120000,19500,460,100500,5.5,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 7호선 숭실대입구역 도보2분 숭실대 앞이라 임대수익 좋은 건물
- 숭실대 바로 앞이라 임대 선호 좋아 공실 없이 관리 용이함
- 숭실대 상권 활성화 및 주변 개발 여부에 따라 추가적인 가치 상승을 기대
- 매매금액 : 12억 
- 임대내역 : 보증금 1억 9500만원/월세 460만원 (관리비포함)
- 건물현황 : 원룸 14실
- 대지면적 : 101.5㎡(약30.8평) / 연면적 : 225.48㎡(약68.3평)
- 층수 : 지하1층/지상3층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제3종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1991-07-24
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1idgr5I5dI71oiS7TgVULX40Gin2lc_ud&usp=drive_fs,https://map.kakao.com/link/search/동작구상도동499-12,KakaoTalk_20250520_164703404_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/yKQnk5Q9pfeLqOJFwjLz1w/aVXInl9ynbPwOLpKi4KfsJ29M1Bf1hQ3u3HfNGZlJNWaIpg_2pDSJzHeiglDZjD_CicDJPaTMwthrp3JpcHb-9KZdfLwQ0sRUDupSyrkyuarm7G7nussYm97DHMYtJYyYIOTJ8n0kWhBNjM8L-prD3M8q6JB93ds7do8RXikvbko-6sMlAMq9MFP0CCsP3gt/SnQGtdxOb549-FW_74v0GGcpMr9KY0ZGx4saows6Q8I),
동작구 노량진동 119-149,56.00,150.79,제3종일반주거지역,벽돌구조,공동주택,-0/3,1/0/0,0,1963-07-01,노량진역,462,120000,3200,325,116800,3.3,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 노량진역 도보 8분 노량진재개발구역중심에 위치한 꼬마건물 급매
- 노량진 컵밥거리 위치하여 꾸준한 수익 창출 가능
- 매매금액 : 12억 
- 임대내역 : 보증금 3200만원/월세 325만원 (관리비포함)
- 건물현황 : 상가 2, 원룸 4
- 대지면적 : 56㎡(약17평) / 연면적 : 150.79㎡(약45.7평)
- 층수 : 지상3층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 공동주택
- 용도지역 : 제3종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1963-07-01
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1sx9tVCcPbQea58T3V0YkHi1EzhR8xDOR&usp=drive_fs,https://map.kakao.com/link/search/동작구노량진동119-149,KakaoTalk_20250722_135823464_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/IhTOc3PcfjP8goBHLhZ5Qw/G7R-iXteKeBWg_yJCE7B8Jdd0TbCs58smd3lFUT41hg0hCgxBpCSuvnyIEBmoaJPbiwraFoMTwVwtc9YUFMylxjWtDc0OhpCmkeKqVH2hu55xlAzK4gkJ2ZlAmkTt73dJYN-DT-UCTQ5K52dKTRCp0QVgvPDlLFPpeAfAjbDwpxqr9l_fA_QTPjiPdlurNni/onbRFdxzMGHL2jvTj9V9NqW7DKvDp6LLc6qHTmXHJ4Q),
관악구 신림동 460-8,123.00,74.17,제2종일반주거지역,벽돌구조,단독주택,-1/1,0/1/0,0,1973-09-04,신림역,844,124000,,,124000,0.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 신림역 도보 15분 도림천 가까운 깔끔한 단독주택 매매
- 리모델링 후 공실로 바로 입주 가능
- 층간소음 걱정없고, 애완동물 키우기 걱정없는 단독
- 매매금액 : 12억 4000만원
- 건물현황 : 1층 방3/화1, 지층 창고 리모델링 완료
- 대지면적 : 123㎡(약37.3평) / 연면적 : 74.17㎡(약22.5평)
- 층수 : 지하1층/지상1층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1973-09-04
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1SbYOWrQ2ihxocP_nFq5CuHYvc-JDfpsW&usp=drive_fs,https://map.kakao.com/link/search/관악구신림동460-8,KakaoTalk_20250605_141641248_02.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/pzAlRlst0q5UQXgCl2jAVw/e5qI90EGkideGL4wdeY8WhqkNunASWJ6T2GaNEnHBefCyupYGEnpNC1EysCpNj7pS7kY5uk6ttLtEeNyiL3I6L2_A8Qvxl9e729J0owu623NplRhWDAm8U4Rxf56bDxyGEO9vJ8KmuS5R7ivo1sVE0cCEjOLW433FJSnPRKe0_bZQV6R90CN0TvjPbL0VekL/7tN3RQbjuMYcwcwEKXkKSL28fa95tuHwT_Qp14vFg1M),
영등포구 대림동 873-23,149.00,216.96,제2종일반주거지역,벽돌구조,단독주택,-1/2,0/1/0,0,1990-09-18,대림역,913,125000,2500,200,122500,2.0,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 올수리 돼 있어 주인세대 거주하면서 관리하기 좋은 남서코너 수익형 다가구 주택
- 2,7호선 대림역 도보 가능하며, 버스 도보3분 강남, 구로 등으로 출퇴근 편리해 임대수요 풍부
- 신안산선 대림삼거리역(예정) 도보 6분 거리이며 넓은 평수로 재건축용으로 추천 
- 매매금액 : 12억 5000만원
- 임대내역 : 보증금 2500만원/월세 200만원 (관리비포함)
- 건물현황 : 지층 (투룸2실), 1층(투룸2실), 2층(쓰리룸/화2/옥탑방1)
- 대지면적 : 149㎡(약45.2평) / 연면적 : 216.96㎡(약65.7평)
- 층수 : 지하1층/지상2층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남서향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1990-09-18
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1xpCit-3CHWoCLlYw5FxhXxQZeotVHtL_&usp=drive_fs,https://map.kakao.com/link/search/영등포구대림동873-23,1749558107101.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/_X6DmFYTlQezOPczDEV6EA/1n-1xfnnJWzZpisSG1s-6huMfJ7BRVZCSBr-u0pLytxboNAEBw2v7TQb3tB-Qntb-oVirWtsUSAMc8lYIJFLgGIERZ9djCO0I_b_1Hnk2wuH0Hk7WGyneMQELLv--Wn19lRx9CLfdgSsxg_xEWsJOMc6d4JNO4RcaGXOccgWUgw/boHlPCl86bUwUEaOBvrgQTtd3WPbnGkg0Xu9YM4gwZ0),
영등포구 대림동 689-15,157.00,270.18,제2종일반주거지역,벽돌구조,단독주택,-1/3,0/4/0,0,1986-12-17,대림역,756,128000,2400,156,125600,1.5,"↑ 위 매물번호를 알려주시면 빠른 상담가능합니다 ↑
-----------------------------------------------------------
♣ 금토끼공인중개사사무소 TEL. 02.3471.7377
금토끼부동산과 함께 안전하고 행복한 부자되세요.
-----------------------------------------------------------
* 상세정보 *
- 대림역 도보 15분 이내 신풍역 더블역세권 호재지역 다가구 매매
- 신안산선 신풍역 도보권
- 2000세대 이상 대단지 신풍역더샵 인근으로 인프라 누릴 수 있는 곳
- 매매금액 : 12억 8000만원
- 임대내역 : 보증금 2400만원/월세 156만원 (관리비포함)
- 건물현황 : 지층 투룸 2, 1층 투룸 2, 2층 3룸, 3층 원룸
- 대지면적 : 157㎡(약47.6평) / 연면적 : 270.18㎡(약81.9평)
- 층수 : 지하1층/지상3층
- 주차 : 0대
- 승강기 : 없음
- 방향 : 남동향 (주출입구 기준, 호실별 상이함)
- 주용도 : 단독주택
- 용도지역 : 제2종일반주거지역
- 위반건축물 : X
- 사용승인일 : 1986-12-17
-------------------------------------------------------------
♣ 금토끼부동산은
- 고객 니즈에 맞는 친절하고 자세한 상담드립니다.
- 실제매물, 현장사진으로 확인매물로만 알려드립니다.
- 정확한 권리분석과 고객님의 자산안전에 중점을 두고 중개합니다.
♣ 금토끼부동산 위치 : 7호선 남성역 2번출구에서 직진 도보2분
♣ 매물 보기, 상담 신청 : https://goldenrabbit.biz
-------------------------------------------------------------
본 매물은 공인중개사법 제18조 제2·3항에 따라
최초 게시 시 실매물임을 확인하였으나,
현재 시점에서는 거래 완료 등 정보가 변경되었을 수 있습니다.",https://drive.google.com/open?id=1DsyP39I0IR097yXrYUMHqlAOPEyggmwh&usp=drive_fs,https://map.kakao.com/link/search/영등포구대림동689-15,KakaoTalk_20241224_112139500_03.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1758024000000/ZT6cWSVnGaM3CBxlt8Sw6Q/LB7Dg9mHPoHpTqb8sgv9XDavkNLxl3IUENDNY8qKG30_TCkIwjzSZW-OepuaHX7DSTegNoS45UVqKrt_4VcujOpS1VB5hGUQSxEHO7MY6AU7aPIHd1q3dbghVMtZMXa5oEwCcTNfHq4bkB-4IeCSssEp9ckRG85VrPQVGGxbr-Gojz-V481gT-Em2hgXYVpz/hzPjGpB9nFSHtPYlNODGTdrBjH0nmwAmzRv59Oq6nhA),
